language	iso_code	gloss	global_id	local_id	transcription	cognate_class	notes
KK-Kokdarya 2	kaa	to pull	1455	to pull	itʲerʊ	A	Origin: Turkic
KK-Kokdarya 2	kaa	to scratch	1436	to scratch	tɨrnaʊ	A	Origin: Turkic
KK-Kokdarya 2	kaa	to dig	1418	to dig	qazʊː	A	Origin: Turkic
KK-Kokdarya 2	kaa	to swim	1439	to swim	ʤʉzʊː	A	Origin: Turkic
KK-Kokdarya 2	kaa	to fly	1441	to fly	ʊʃʊː	A	Origin: Turkic
KK-Kokdarya 2	kaa	to walk	1443	to walk	barʊː	C	Origin: Turkic
KK-Kokdarya 3	kaa	to cut	1432	to cut	kʲesʊː	A	Origin: Turkic
KK-Kokdarya 3	kaa	to pull	1455	to pull	itʲerʊ	A	Origin: Turkic
KK-Kokdarya 3	kaa	to scratch	1436	to scratch	tɨrnaʊ	A	Origin: Turkic
KK-Kokdarya 3	kaa	to dig	1418	to dig	qazʊː	A	Origin: Turkic
KK-Kokdarya 3	kaa	to swim	1439	to swim	ʤʉzʊː	A	Origin: Turkic
KK-Kokdarya 3	kaa	to fly	1441	to fly	ʊʃʊː	A	Origin: Turkic
KK-Kokdarya 3	kaa	to walk	1443	to walk	barʊː	C	Origin: Turkic
KK-Kokdarya 4	kaa	to cut	1432	to cut	kʲesʊː	A	Origin: Turkic
KK-Kokdarya 4	kaa	to pull	1455	to pull	itʲerʊ	A	Origin: Turkic
KK-Kokdarya 4	kaa	to scratch	1436	to scratch	tɨrnap	A	Origin: Turkic
KK-Kokdarya 4	kaa	to dig	1418	to dig	qazʊː	A	Origin: Turkic
KK-Kokdarya 4	kaa	to swim	1439	to swim	ʤʉzʊː	A	Origin: Turkic
KK-Kokdarya 4	kaa	to fly	1441	to fly	ʊʃʊː	A	Origin: Turkic
KK-Kokdarya 4	kaa	to walk	1443	to walk	kʲetʊ	B	Origin: Turkic
KK-Shege 1	kaa	to cut	1432	to cut	kʲesʊː	A	Origin: Turkic
KK-Shege 1	kaa	to pull	1455	to pull	itʲerʊ	A	Origin: Turkic
KK-Shege 1	kaa	to scratch	1436	to scratch	tɨrnaʊ	A	Origin: Turkic
KK-Shege 1	kaa	to dig	1418	to dig	qazʊː	A	Origin: Turkic
KK-Shege 1	kaa	to swim	1439	to swim	ʒɨzʊː	A	Origin: Turkic
KK-Shege 1	kaa	to fly	1441	to fly	ʊʃʊː	A	Origin: Turkic
KK-Shege 1	kaa	to walk	1443	to walk	kʲetʊ	B	Origin: Turkic
KK-Shege 2	kaa	to cut	1432	to cut	kʲesʊː	A	Origin: Turkic
KK-Shege 2	kaa	to pull	1455	to pull	itʲerʊ	A	Origin: Turkic
KK-Shege 2	kaa	to scratch	1436	to scratch	tɨrnaʊ	A	Origin: Turkic
KK-Shege 2	kaa	to dig	1418	to dig	qazʊː	A	Origin: Turkic
KK-Shege 2	kaa	to swim	1439	to swim	ʒɨzʊː	A	Origin: Turkic
KK-Shege 2	kaa	to fly	1441	to fly	ʉʃʊː	A	Origin: Turkic
KK-Shege 2	kaa	to walk	1443	to walk	kʲetʊ	B	Origin: Turkic
KK-Shege 3	kaa	to cut	1432	to cut	kʲesʊː	A	Origin: Turkic
KK-Shege 3	kaa	to pull	1455	to pull	itʲerʊ	A	Origin: Turkic
KK-Shege 3	kaa	to scratch	1436	to scratch	tɨrnaʊ	A	Origin: Turkic
KK-Shege 3	kaa	to dig	1418	to dig	qazʊː	A	Origin: Turkic
KK-Shege 3	kaa	to swim	1439	to swim	ʒɨzʊː	A	Origin: Turkic
KK-Shege 3	kaa	to fly	1441	to fly	ʉʃʊː	A	Origin: Turkic
KK-Shege 3	kaa	to walk	1443	to walk	ʒʉrʊː	A	Origin: Turkic
KK-Shege 4	kaa	to cut	1432	to cut	kʲesʊː	A	Origin: Turkic
KK-Shege 4	kaa	to pull	1455	to pull	itʲerʊ	A	Origin: Turkic
KK-Shege 4	kaa	to scratch	1436	to scratch	tɨrnaʊ	A	Origin: Turkic
KK-Shege 4	kaa	to dig	1418	to dig	qazʊː	A	Origin: Turkic
KK-Shege 4	kaa	to swim	1439	to swim	ʒɨzʊː	A	Origin: Turkic
KK-Shege 4	kaa	to fly	1441	to fly	ʊʃʊː	A	Origin: Turkic
KK-Shege 4	kaa	to walk	1443	to walk	parʊː	C	Origin: Turkic
U-Hitoy 1	uzb	to cut	1432	to cut	kʲesʊː	A	Origin: Turkic
U-Hitoy 1	uzb	to pull	1455	to pull	itʲerʊ	A	Origin: Turkic
U-Hitoy 1	uzb	to scratch	1436	to scratch	tɨrnaʊ	A	Origin: Turkic
U-Hitoy 1	uzb	to dig	1418	to dig	qazʊː	A	Origin: Turkic
U-Hitoy 1	uzb	to swim	1439	to swim	sʉzʊː	A	Origin: Turkic
U-Hitoy 1	uzb	to fly	1441	to fly	uʧʊː	A	Origin: Turkic
U-Hitoy 1	uzb	to walk	1443	to walk	barʊː	C	Origin: Turkic
U-Hitoy 2	uzb	to cut	1432	to cut	kʲesʊː	A	Origin: Turkic
U-Hitoy 2	uzb	to pull	1455	to pull	iterʊ	A	Origin: Turkic
U-Hitoy 2	uzb	to scratch	1436	to scratch	tɨrnaʊ	A	Origin: Turkic
U-Hitoy 2	uzb	to dig	1418	to dig	qazʊː	A	Origin: Turkic
U-Hitoy 2	uzb	to swim	1439	to swim	ʤɨzʊː	A	Origin: Turkic
U-Hitoy 2	uzb	to fly	1441	to fly	ʊʧʊː	A	Origin: Turkic
U-Hitoy 2	uzb	to walk	1443	to walk	ʤʉrʊː	A	Origin: Turkic
U-Hitoy 3	uzb	to cut	1432	to cut	kʲesʊː	A	Origin: Turkic
U-Hitoy 3	uzb	to pull	1455	to pull	tʉrtʊː	B	Origin: Turkic
U-Hitoy 3	uzb	to scratch	1436	to scratch	tɨrnaʊ	A	Origin: Turkic
U-Hitoy 3	uzb	to dig	1418	to dig	qazʊː	A	Origin: Turkic
U-Hitoy 3	uzb	to swim	1439	to swim	ʤɨzʊː	A	Origin: Turkic
U-Hitoy 3	uzb	to fly	1441	to fly	ʉʃʊː	A	Origin: Turkic
U-Hitoy 3	uzb	to walk	1443	to walk	parʊː	C	Origin: Turkic
U-Novmetan 3	uzb	to cut	1432	to cut	kesiʃ	A	Origin: Turkic
U-Novmetan 3	uzb	to pull	1455	to pull	itaraʃ	A	Origin: Turkic
U-Novmetan 3	uzb	to scratch	1436	to scratch	tɨrnaʃ	A	Origin: Turkic
U-Novmetan 3	uzb	to dig	1418	to dig	kɔvlaʃ	B	Origin: Iranian
U-Novmetan 3	uzb	to swim	1439	to swim	suziʃ	A	Origin: Turkic
U-Novmetan 3	uzb	to fly	1441	to fly	uʧiʃ	A	Origin: Turkic
U-Novmetan 3	uzb	to walk	1443	to walk	jyriʃ	A	Origin: Turkic
U-Soy Mahalla 1	uzb	to cut	1432	to cut	kʲetmɔq	A	Origin: Turkic
U-Soy Mahalla 1	uzb	to pull	1455	to pull	itariʃ	A	Origin: Turkic
U-Soy Mahalla 1	uzb	to scratch	1436	to scratch	tɨrnamɔq	A	Origin: Turkic
U-Soy Mahalla 1	uzb	to dig	1418	to dig	kaβlaʃ	B	Origin: Iranian
U-Soy Mahalla 1	uzb	to swim	1439	to swim	sʉzmɔq	A	Origin: Turkic
U-Soy Mahalla 1	uzb	to fly	1441	to fly	yʧmɔq	A	Origin: Turkic
U-Soy Mahalla 1	uzb	to walk	1443	to walk	bormɔq	C	Origin: Turkic
U-Soy Mahalla 2	uzb	to cut	1432	to cut	kʲetmɔq	A	Origin: Turkic
U-Soy Mahalla 2	uzb	to pull	1455	to pull	tʉrtmɔq	B	Origin: Turkic
U-Soy Mahalla 2	uzb	to scratch	1436	to scratch	tɨrnamɔq	A	Origin: Turkic
U-Soy Mahalla 2	uzb	to dig	1418	to dig	ʧaβlamɔq	B	Origin: Iranian
U-Soy Mahalla 2	uzb	to swim	1439	to swim	sʉndərmɔq	B	Origin: Turkic
U-Soy Mahalla 2	uzb	to fly	1441	to fly	ʉʧmɔq	A	Origin: Turkic
U-Soy Mahalla 2	uzb	to walk	1443	to walk	barmɔq	C	Origin: Turkic
U-Soy Mahalla 3	uzb	to cut	1432	to cut	kʲesiʃ	A	Origin: Turkic
U-Soy Mahalla 3	uzb	to pull	1455	to pull	itariʃ	A	Origin: Turkic
U-Soy Mahalla 3	uzb	to scratch	1436	to scratch	jʉliʃ	D	Origin: Turkic
U-Soy Mahalla 3	uzb	to dig	1418	to dig	kaβlaʃ	B	Origin: Iranian
U-Soy Mahalla 3	uzb	to swim	1439	to swim	sʉziʃ	A	Origin: Turkic
U-Soy Mahalla 3	uzb	to fly	1441	to fly	ʉʧiʃ	A	Origin: Turkic
U-Soy Mahalla 3	uzb	to walk	1443	to walk	kʲetɪʃ	B	Origin: Turkic
U-Urtoqqishloq 1	uzb	to cut	1432	to cut	kesiʃ	A	Origin: Turkic
U-Urtoqqishloq 1	uzb	to pull	1455	to pull	itariʃ	A	Origin: Turkic
U-Urtoqqishloq 1	uzb	to scratch	1436	to scratch	jylmɔq	D	Origin: Turkic
U-Urtoqqishloq 1	uzb	to dig	1418	to dig	kavlamɔq	B	Origin: Iranian
U-Urtoqqishloq 1	uzb	to swim	1439	to swim	sʉziʃ	A	Origin: Turkic
U-Urtoqqishloq 1	uzb	to fly	1441	to fly	uʧɪʃ	A	Origin: Turkic
U-Urtoqqishloq 1	uzb	to walk	1443	to walk	kʲetɪʃ	B	Origin: Turkic
U-Urtoqqishloq 2	uzb	to cut	1432	to cut	kʲesmɔq	A	Origin: Turkic
U-Urtoqqishloq 2	uzb	to pull	1455	to pull	itarmɔq	A	Origin: Turkic
U-Urtoqqishloq 2	uzb	to scratch	1436	to scratch	tɪrnamɔq	A	Origin: Turkic
U-Urtoqqishloq 2	uzb	to dig	1418	to dig	kaβlamɔq	B	Origin: Iranian
U-Urtoqqishloq 2	uzb	to swim	1439	to swim	suzmɔq	A	Origin: Turkic
U-Urtoqqishloq 2	uzb	to fly	1441	to fly	uʧmɔq	A	Origin: Turkic
U-Urtoqqishloq 2	uzb	to walk	1443	to walk	kʲettə	B	Origin: Turkic
U-Urtoqqishloq 3	uzb	to cut	1432	to cut	kʲesmɔq	A	Origin: Turkic
U-Urtoqqishloq 3	uzb	to pull	1455	to pull	itarmɔq	A	Origin: Turkic
U-Urtoqqishloq 3	uzb	to scratch	1436	to scratch	tɪrnamɔq	A	Origin: Turkic
U-Urtoqqishloq 3	uzb	to dig	1418	to dig	kaβlamɔq	B	Origin: Iranian
U-Urtoqqishloq 3	uzb	to swim	1439	to swim	suzmɔq	A	Origin: Turkic
U-Urtoqqishloq 3	uzb	to fly	1441	to fly	uʧmɔq	A	Origin: Turkic
U-Urtoqqishloq 3	uzb	to walk	1443	to walk	kʲetmɔq	B	Origin: Turkic
U-Urtoqqishloq 4	uzb	to cut	1432	to cut	kʲesmɔq	A	Origin: Turkic
U-Urtoqqishloq 4	uzb	to pull	1455	to pull	ɪtarɪʃ	A	Origin: Turkic
U-Urtoqqishloq 4	uzb	to scratch	1436	to scratch	kaʃlamɔq	E	Origin: Turkic
U-Urtoqqishloq 4	uzb	to dig	1418	to dig	kɔvlamɔq	B	Origin: Iranian
U-Urtoqqishloq 4	uzb	to swim	1439	to swim	sʉzmɔq	A	Origin: Turkic
U-Urtoqqishloq 4	uzb	to fly	1441	to fly	uʧɪʃ	A	Origin: Turkic
U-Urtoqqishloq 4	uzb	to walk	1443	to walk	bərmɔq	C	Origin: Turkic
U-Zarmanak 3	uzb	to cut	1432	to cut	kʲesiʃ	A	Origin: Turkic
U-Zarmanak 3	uzb	to pull	1455	to pull	itariʃ	A	Origin: Turkic
U-Zarmanak 3	uzb	to scratch	1436	to scratch	xastakəlmɔq	F	Origin: Turkic
U-Zarmanak 3	uzb	to dig	1418	to dig	kɔvlaʃ	B	Origin: Iranian
U-Zarmanak 3	uzb	to swim	1439	to swim	suziʃ	A	Origin: Turkic
U-Zarmanak 3	uzb	to fly	1441	to fly	uʧiʃ	A	Origin: Turkic
U-Zarmanak 3	uzb	to walk	1443	to walk	juriʃ	A	Origin: Turkic
U-Zarmanak 4	uzb	to cut	1432	to cut	kʲesmɔq	A	Origin: Turkic
U-Zarmanak 4	uzb	to pull	1455	to pull	itarmɔq	A	Origin: Turkic
U-Zarmanak 4	uzb	to scratch	1436	to scratch	tərnamɔq	A	Origin: Turkic
U-Zarmanak 4	uzb	to dig	1418	to dig	kɔwlamɔq	B	Origin: Iranian
U-Zarmanak 4	uzb	to swim	1439	to swim	suzmɔq	A	Origin: Turkic
U-Zarmanak 4	uzb	to fly	1441	to fly	uʧmɔq	A	Origin: Turkic
U-Zarmanak 4	uzb	to walk	1443	to walk	jyrmɔq	A	Origin: Turkic
T-Agalyk	tgk	to cut	1432	to cut	bʊridan	C	Origin: Iranian
T-Agalyk	tgk	to pull	1455	to pull	tʲela	D	Origin: Iranian
T-Agalyk	tgk	to scratch	1436	to scratch	xarɔʃidan	H	Origin: Iranian
T-Agalyk	tgk	to dig	1418	to dig	kɔftan	B	Origin: Iranian
T-Agalyk	tgk	to swim	1439	to swim	ɔbbɔzi	F	Origin: Iranian
T-Agalyk	tgk	to fly	1441	to fly	paridan	B	Origin: Iranian
T-Agalyk	tgk	to walk	1443	to walk	raftan	D	Origin: Iranian
T-Kamangaron 1	tgk	to cut	1432	to cut	buridan	C	Origin: Iranian
T-Kamangaron 1	tgk	to pull	1455	to pull	tʲela	D	Origin: Iranian
T-Kamangaron 1	tgk	to scratch	1436	to scratch	xanʤɔla	J	Origin: Iranian
T-Kamangaron 1	tgk	to dig	1418	to dig	koftan	B	Origin: Iranian
T-Kamangaron 1	tgk	to swim	1439	to swim	ʃinɔ	G	Origin: Iranian
T-Kamangaron 1	tgk	to fly	1441	to fly	paridan	B	Origin: Iranian
T-Kamangaron 1	tgk	to walk	1443	to walk	raftan	D	Origin: Iranian
T-Kamangaron 2	tgk	to cut	1432	to cut	buridan	C	Origin: Iranian
T-Kamangaron 2	tgk	to pull	1455	to pull	tela	D	Origin: Iranian
T-Kamangaron 2	tgk	to scratch	1436	to scratch	xanʤɔla	J	Origin: Iranian
T-Kamangaron 2	tgk	to dig	1418	to dig	kɔftan	B	Origin: Iranian
T-Kamangaron 2	tgk	to swim	1439	to swim	habɔzi	F	Origin: Iranian
T-Kamangaron 2	tgk	to fly	1441	to fly	paridan	B	Origin: Iranian
T-Kamangaron 2	tgk	to walk	1443	to walk	raftan	D	Origin: Iranian
T-Kamangaron 3	tgk	to cut	1432	to cut	ʧɔ	D	Origin: Iranian
T-Kamangaron 3	tgk	to pull	1455	to pull	tala	D	Origin: Iranian
T-Kamangaron 3	tgk	to scratch	1436	to scratch	xanʤɔra	J	Origin: Iranian
T-Kamangaron 3	tgk	to dig	1418	to dig	koftan	B	Origin: Iranian
T-Kamangaron 3	tgk	to fly	1441	to fly	paridan	B	Origin: Iranian
T-Kamangaron 4	tgk	to cut	1432	to cut	rʲeza	E	Origin: Russian
T-Kamangaron 4	tgk	to pull	1455	to pull	tela	D	Origin: Iranian
T-Kamangaron 4	tgk	to scratch	1436	to scratch	xanʤɔ	J	Origin: Iranian
T-Kamangaron 4	tgk	to dig	1418	to dig	koftan	B	Origin: Iranian
T-Kamangaron 4	tgk	to swim	1439	to swim	habɔzi	F	Origin: Iranian
T-Kamangaron 4	tgk	to fly	1441	to fly	paridan	B	Origin: Iranian
T-Kamangaron 4	tgk	to walk	1443	to walk	raftan	D	Origin: Iranian
T-Kaptarhona 1	tgk	to cut	1432	to cut	bridan	C	Origin: Iranian
T-Kaptarhona 1	tgk	to pull	1455	to pull	tela	D	Origin: Iranian
T-Kaptarhona 1	tgk	to scratch	1436	to scratch	xør	H	Origin: Iranian
T-Kaptarhona 1	tgk	to dig	1418	to dig	koftan	B	Origin: Iranian
T-Kaptarhona 1	tgk	to swim	1439	to swim	haβozi	F	Origin: Iranian
T-Kaptarhona 1	tgk	to fly	1441	to fly	paridan	B	Origin: Iranian
T-Kaptarhona 1	tgk	to walk	1443	to walk	raftan	D	Origin: Iranian
T-Kaptarhona 2	tgk	to cut	1432	to cut	bəridan	C	Origin: Iranian
T-Kaptarhona 2	tgk	to pull	1455	to pull	tela	D	Origin: Iranian
T-Kaptarhona 2	tgk	to scratch	1436	to scratch	xur	H	Origin: Iranian
T-Kaptarhona 2	tgk	to dig	1418	to dig	koftan	B	Origin: Iranian
T-Kaptarhona 2	tgk	to swim	1439	to swim	awvozi	F	Origin: Iranian
T-Kaptarhona 2	tgk	to fly	1441	to fly	paridan	B	Origin: Iranian
T-Kaptarhona 2	tgk	to walk	1443	to walk	raftan	D	Origin: Iranian
T-Kaptarhona 3	tgk	to cut	1432	to cut	mebaram	C	Origin: Iranian
T-Kaptarhona 3	tgk	to pull	1455	to pull	tela	D	Origin: Iranian
T-Kaptarhona 3	tgk	to scratch	1436	to scratch	xra	H	Origin: Iranian
T-Kaptarhona 3	tgk	to dig	1418	to dig	mekanom	C	Origin: Iranian
T-Kaptarhona 3	tgk	to fly	1441	to fly	meparam	B	Origin: Iranian
T-Kaptarhona 3	tgk	to walk	1443	to walk	meram	D	Origin: Iranian
T-Kaptarhona 4	tgk	to cut	1432	to cut	bridan	C	Origin: Iranian
T-Kaptarhona 4	tgk	to pull	1455	to pull	tela	D	Origin: Iranian
T-Kaptarhona 4	tgk	to scratch	1436	to scratch	xør	H	Origin: Iranian
T-Kaptarhona 4	tgk	to dig	1418	to dig	koftan	B	Origin: Iranian
T-Kaptarhona 4	tgk	to swim	1439	to swim	habozi	F	Origin: Iranian
T-Kaptarhona 4	tgk	to fly	1441	to fly	paridan	B	Origin: Iranian
T-Kaptarhona 4	tgk	to walk	1443	to walk	gaʃtan	E	Origin: Iranian
T-Kaptarhona 5	tgk	to cut	1432	to cut	bridan	C	Origin: Iranian
T-Kaptarhona 5	tgk	to pull	1455	to pull	tela	D	Origin: Iranian
T-Kaptarhona 5	tgk	to scratch	1436	to scratch	xr̩	H	Origin: Iranian
T-Kaptarhona 5	tgk	to dig	1418	to dig	koftan	B	Origin: Iranian
T-Kaptarhona 5	tgk	to swim	1439	to swim	habozi	F	Origin: Iranian
T-Kaptarhona 5	tgk	to fly	1441	to fly	paridan	B	Origin: Iranian
T-Kaptarhona 5	tgk	to walk	1443	to walk	raftan	D	Origin: Iranian
T-Navdî 1	tgk	to cut	1432	to cut	buridan	C	Origin: Iranian
T-Navdî 1	tgk	to pull	1455	to pull	tela	D	Origin: Iranian
T-Navdî 1	tgk	to scratch	1436	to scratch	xərɔʃidan	H	Origin: Iranian
T-Navdî 1	tgk	to dig	1418	to dig	koftan	B	Origin: Iranian
T-Navdî 1	tgk	to swim	1439	to swim	ɔbɔzi	F	Origin: Iranian
T-Navdî 1	tgk	to fly	1441	to fly	paridan	B	Origin: Iranian
T-Navdî 1	tgk	to walk	1443	to walk	raftan	D	Origin: Iranian
T-Navdî 2	tgk	to cut	1432	to cut	ara	F	Origin: Iranian
T-Navdî 2	tgk	to pull	1455	to pull	tʲela	D	Origin: Iranian
T-Navdî 2	tgk	to scratch	1436	to scratch	xaroʃidan	H	Origin: Iranian
T-Navdî 2	tgk	to dig	1418	to dig	kandan	C	Origin: Iranian
T-Navdî 2	tgk	to swim	1439	to swim	ʃino	G	Origin: Iranian
T-Navdî 2	tgk	to fly	1441	to fly	parvɔz	C	Origin: Iranian
T-Navdî 2	tgk	to walk	1443	to walk	raftan	D	Origin: Iranian
T-Navdî 3	tgk	to cut	1432	to cut	buridan	C	Origin: Iranian
T-Navdî 3	tgk	to pull	1455	to pull	tela	D	Origin: Iranian
T-Navdî 3	tgk	to scratch	1436	to scratch	xaroʃidan	H	Origin: Iranian
T-Navdî 3	tgk	to dig	1418	to dig	kandan	C	Origin: Iranian
T-Navdî 3	tgk	to swim	1439	to swim	ɔbɔzi	F	Origin: Iranian
T-Navdî 3	tgk	to fly	1441	to fly	parvɔz	C	Origin: Iranian
T-Navdî 3	tgk	to walk	1443	to walk	raftan	D	Origin: Iranian
T-Nimich 1	tgk	to cut	1432	to cut	buridan	C	Origin: Iranian
T-Nimich 1	tgk	to pull	1455	to pull	tʲela	D	Origin: Iranian
T-Nimich 1	tgk	to scratch	1436	to scratch	kandan	K	Origin: Iranian
T-Nimich 1	tgk	to dig	1418	to dig	kandan	C	Origin: Iranian
T-Nimich 1	tgk	to swim	1439	to swim	ɔbɔzi	F	Origin: Iranian
T-Nimich 1	tgk	to fly	1441	to fly	paridan	B	Origin: Iranian
T-Nimich 1	tgk	to walk	1443	to walk	raftan	D	Origin: Iranian
T-Nimich 2	tgk	to cut	1432	to cut	buridan	C	Origin: Iranian
T-Nimich 2	tgk	to pull	1455	to pull	tʲela	D	Origin: Iranian
T-Nimich 2	tgk	to scratch	1436	to scratch	xarɔʃidan	H	Origin: Iranian
T-Nimich 2	tgk	to dig	1418	to dig	kandan	C	Origin: Iranian
T-Nimich 2	tgk	to swim	1439	to swim	ʃino	G	Origin: Iranian
T-Nimich 2	tgk	to fly	1441	to fly	paridan	B	Origin: Iranian
T-Nimich 3	tgk	to cut	1432	to cut	buridan	C	Origin: Iranian
T-Nimich 3	tgk	to pull	1455	to pull	tʲela	D	Origin: Iranian
T-Nimich 3	tgk	to scratch	1436	to scratch	xərɔʃidan	H	Origin: Iranian
T-Nimich 3	tgk	to dig	1418	to dig	kɔftan	B	Origin: Iranian
T-Nimich 3	tgk	to swim	1439	to swim	ɔbɔzi	F	Origin: Iranian
T-Nimich 3	tgk	to fly	1441	to fly	parvɔz	C	Origin: Iranian
T-Nimich 3	tgk	to walk	1443	to walk	raftan	D	Origin: Iranian
T-Nimich 4	tgk	to cut	1432	to cut	buridan	C	Origin: Iranian
T-Nimich 4	tgk	to pull	1455	to pull	tela	D	Origin: Iranian
T-Nimich 4	tgk	to scratch	1436	to scratch	xərɔʃidan	H	Origin: Iranian
T-Nimich 4	tgk	to dig	1418	to dig	kɔftan	B	Origin: Iranian
T-Nimich 4	tgk	to swim	1439	to swim	ɔbɔzi	F	Origin: Iranian
T-Nimich 4	tgk	to fly	1441	to fly	parvɔz	C	Origin: Iranian
T-Nimich 4	tgk	to walk	1443	to walk	raftan	D	Origin: Iranian
T-Novmetan 1	tgk	to cut	1432	to cut	buridan	C	Origin: Iranian
T-Novmetan 1	tgk	to pull	1455	to pull	tʲela	D	Origin: Iranian
T-Novmetan 1	tgk	to scratch	1436	to scratch	xanʤɔl	J	Origin: Iranian
T-Novmetan 1	tgk	to dig	1418	to dig	kandan	C	Origin: Iranian
T-Novmetan 1	tgk	to swim	1439	to swim	ɔbɔzi	F	Origin: Iranian
T-Novmetan 1	tgk	to fly	1441	to fly	paridan	B	Origin: Iranian
T-Novmetan 1	tgk	to walk	1443	to walk	raftan	D	Origin: Iranian
T-Novmetan 2	tgk	to cut	1432	to cut	buridan	C	Origin: Iranian
T-Novmetan 2	tgk	to pull	1455	to pull	tʲela	D	Origin: Iranian
T-Novmetan 2	tgk	to scratch	1436	to scratch	xanʤɔl	J	Origin: Iranian
T-Novmetan 2	tgk	to dig	1418	to dig	kɔftan	B	Origin: Iranian
T-Novmetan 2	tgk	to swim	1439	to swim	ɔb	F	Origin: Iranian
T-Novmetan 2	tgk	to fly	1441	to fly	paridan	B	Origin: Iranian
T-Novmetan 2	tgk	to walk	1443	to walk	raw	D	Origin: Iranian
T-Nûshor 1	tgk	to cut	1432	to cut	bəridan	C	Origin: Iranian
T-Nûshor 1	tgk	to pull	1455	to pull	tʲela	D	Origin: Iranian
T-Nûshor 1	tgk	to scratch	1436	to scratch	kandan	K	Origin: Iranian
T-Nûshor 1	tgk	to dig	1418	to dig	kɔftan	B	Origin: Iranian
T-Nûshor 1	tgk	to swim	1439	to swim	ɔbɔzi	F	Origin: Iranian
T-Nûshor 1	tgk	to fly	1441	to fly	parvɔz	C	Origin: Iranian
T-Nûshor 1	tgk	to walk	1443	to walk	raftan	D	Origin: Iranian
T-Nûshor 2	tgk	to cut	1432	to cut	buridan	C	Origin: Iranian
T-Nûshor 2	tgk	to pull	1455	to pull	tʲela	D	Origin: Iranian
T-Nûshor 2	tgk	to scratch	1436	to scratch	kandan	K	Origin: Iranian
T-Nûshor 2	tgk	to swim	1439	to swim	ɔbɔzi	F	Origin: Iranian
T-Nûshor 2	tgk	to fly	1441	to fly	paridan	B	Origin: Iranian
T-Nûshor 2	tgk	to walk	1443	to walk	biʊ	F	Origin: Iranian
T-Nûshor 3	tgk	to cut	1432	to cut	bəridan	C	Origin: Iranian
T-Nûshor 3	tgk	to pull	1455	to pull	tʲela	D	Origin: Iranian
T-Nûshor 3	tgk	to scratch	1436	to scratch	xəroʃidan	H	Origin: Iranian
T-Nûshor 3	tgk	to dig	1418	to dig	kandan	C	Origin: Iranian
T-Nûshor 3	tgk	to swim	1439	to swim	ʃinɔ	G	Origin: Iranian
T-Nûshor 3	tgk	to fly	1441	to fly	paridan	B	Origin: Iranian
T-Nûshor 3	tgk	to walk	1443	to walk	raftan	D	Origin: Iranian
T-Rishtan 1	tgk	to cut	1432	to cut	buridan	C	Origin: Iranian
T-Rishtan 1	tgk	to pull	1455	to pull	tela	D	Origin: Iranian
T-Rishtan 1	tgk	to scratch	1436	to scratch	kandan	K	Origin: Iranian
T-Rishtan 1	tgk	to dig	1418	to dig	koftan	B	Origin: Iranian
T-Rishtan 1	tgk	to swim	1439	to swim	randa	H	Origin: Iranian
T-Rishtan 1	tgk	to fly	1441	to fly	paridan	B	Origin: Iranian
T-Rishtan 1	tgk	to walk	1443	to walk	raftan	D	Origin: Iranian
T-Rishtan 2	tgk	to cut	1432	to cut	buridan	C	Origin: Iranian
T-Rishtan 2	tgk	to pull	1455	to pull	tʲela	D	Origin: Iranian
T-Rishtan 2	tgk	to scratch	1436	to scratch	kandan	K	Origin: Iranian
T-Rishtan 2	tgk	to dig	1418	to dig	koftan	B	Origin: Iranian
T-Rishtan 2	tgk	to swim	1439	to swim	jandɛ	H	Origin: Iranian
T-Rishtan 2	tgk	to fly	1441	to fly	paridan	B	Origin: Iranian
T-Rishtan 2	tgk	to walk	1443	to walk	raftan	D	Origin: Iranian
T-Rishtan 3	tgk	to cut	1432	to cut	børidan	C	Origin: Iranian
T-Rishtan 3	tgk	to pull	1455	to pull	tela	D	Origin: Iranian
T-Rishtan 3	tgk	to scratch	1436	to scratch	kandan	K	Origin: Iranian
T-Rishtan 3	tgk	to dig	1418	to dig	koftan	B	Origin: Iranian
T-Rishtan 3	tgk	to swim	1439	to swim	janda	H	Origin: Iranian
T-Rishtan 3	tgk	to fly	1441	to fly	paridan	B	Origin: Iranian
T-Rishtan 3	tgk	to walk	1443	to walk	raftan	D	Origin: Iranian
T-Shink 1	tgk	to cut	1432	to cut	bəridan	C	Origin: Iranian
T-Shink 1	tgk	to pull	1455	to pull	tela	D	Origin: Iranian
T-Shink 1	tgk	to scratch	1436	to scratch	kandan	K	Origin: Iranian
T-Shink 1	tgk	to dig	1418	to dig	kɔftan	B	Origin: Iranian
T-Shink 1	tgk	to swim	1439	to swim	landa	H	Origin: Iranian
T-Shink 1	tgk	to fly	1441	to fly	paridan	B	Origin: Iranian
T-Shink 1	tgk	to walk	1443	to walk	raftan	D	Origin: Iranian
T-Shink 2	tgk	to cut	1432	to cut	majda	G	Origin: Iranian
T-Shink 2	tgk	to pull	1455	to pull	tela	D	Origin: Iranian
T-Shink 2	tgk	to scratch	1436	to scratch	xarɔʃidan	H	Origin: Iranian
T-Shink 2	tgk	to dig	1418	to dig	kandan	C	Origin: Iranian
T-Shink 2	tgk	to swim	1439	to swim	ʃino	G	Origin: Iranian
T-Shink 2	tgk	to fly	1441	to fly	paridan	B	Origin: Iranian
